"School Name","BoroughCode","Geographical District","Project Description","Construction Award","Project type","Building ID","Building Address","City","Postcode","Borough","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location 1"
"P.S. 321 - BROOKLYN","K","15","FY22 RESO A PLAYGROUND UPGRADE","569,740","CIP","K321","180 7 AVENUE","Brooklyn","10128","BROOKLYN","40.67146","-73.977783","306","39","3337516","3009710028","155","BK0602","(40.67146, -73.977783)"
"P.S. 140 - MANHATTAN","M","1","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM","49,922,946","CIP","M140","123 RIDGE STREET","Manhattan","10128","MANHATTAN","40.71925","-73.983056","103","1","1004091","1003440001","2201","MN0302","(40.71925, -73.983056)"
"P.S. @ 3850 REVIEW PLACE - BRONX","X","10","New","89,411,000","CAP","X515","3850 REVIEW PLACE","Bronx","10463","BRONX","40.885217","-73.899487","208","11",,,"283","BX0802","(40.885217, -73.899487)"
"I.S. 77 - QUEENS","Q","24","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS / FLOOD ELIMINATION","23,400,000","CIP","Q849","976 SENECA AVENUE","Queens","10128","QUEENS","40.699516","-73.90214","405","34","4085922","4035630023","555","QN0502","(40.699516, -73.90214)"
"HARBOR HIGH SCHOOL ATHLETIC COMPLEX - MANHATTAN","M","78","Lease","119,840,000","CAP","M533","1 DIVISION ROAD","Manhattan","10004",,,,,,,,,,
"P.S. 133 - QUEENS","Q","26","ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY / PARAPETS","8,888,000","CIP","Q133","248-05 86 AVENUE","Queens","10128","QUEENS","40.731729","-73.717859","413","23","4175739","4086160001","157101","QN1302","(40.731729, -73.717859)"
"P.S. 195 - BROOKLYN","K","22","EXTERIOR MASONRY","1,914,688","CIP","K195","131 IRWIN STREET","Brooklyn","10128","BROOKLYN","40.579451","-73.943819","315","48","3246519","3087520035","620","BK1503","(40.579451, -73.943819)"
"YOUNG W. LEADERSHIP SCL ASTORIA- Q","Q","30","CHAPEL ROOM CONVERSION","2,842,800.5","CIP","Q739","23-15 NEWTOWN AVENUE","Queens","10128","QUEENS","40.771215","-73.924591","401","22","4440035","4005420008","69","QN0103","(40.771215, -73.924591)"
"P.S. 8 - BRONX","X","10","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","427,000","CIP","X008","3010 BRIGGS AVENUE","Bronx","10128","BRONX","40.872612","-73.883574","207","11","2094734","2032990060","415","BX0702","(40.872612, -73.883574)"
"P.S. 333 - MANHATTAN","M","3","WALK-IN REFRIGERATORS AND FREEZERS","543,700","CIP","M118","154 WEST 93 STREET","Manhattan","10128","MANHATTAN","40.791709","-73.970802","107","7","1032522","1012230005","177","MN0702","(40.791709, -73.970802)"
"P.S. 60 - QUEENS","Q","27","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","352,000","CIP","Q060","91-02 88 AVENUE","Queens","10128","QUEENS","40.692179","-73.852636","409","32","4184144","4089290058","18","QN0905","(40.692179, -73.852636)"
"P.S. 97 - BROOKLYN","K","21","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / EXISTING BUILDING WORK","11,480,000","CIP","K097","1846 WEST 13 STREET","Brooklyn","10128","BROOKLYN","40.601639","-73.985189","311","43","3425162","3066670024","404","BK1103","(40.601639, -73.985189)"
"I.S. 145 - QUEENS","Q","30","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","8,497,000","CIP","Q145","33-34 80 STREET","Queens","10128","QUEENS","40.754661","-73.887112","403","25","4442764","4012520001","285","QN0301","(40.754661, -73.887112)"
"THE FLUSHING INTERNATIONAL HS - Q","Q","25","EXTERIOR MASONRY / ROOFS / PARAPETS / FLOOD ELIMINATION","15,700,000","CIP","Q189","144-80 BARCLAY AVENUE","Queens","10128","QUEENS","40.759844","-73.820548","407","20","4114763","4050510027","863","QN0704","(40.759844, -73.820548)"
"P.S. 94 - BRONX","X","10","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","358,000","CIP","X094","3530 KINGS COLLEGE PLACE","Bronx","10128","BRONX","40.880522","-73.87572","207","11","2018628","2033560042","43102","BX0703","(40.880522, -73.87572)"
"FORDHAM HS FOR THE ARTS - BRONX","X","10","STRUCTURAL ELEMENTS UNDER POOL / PATH OF TRAVEL STRUCTURAL ELEMENTS UNDER POOL / VENTILATION","22,333,000","CIP","X435","500 EAST FORDHAM ROAD","Bronx","10128","BRONX","40.860043","-73.888267","206","15","2011810","2030590001","387","BX0603","(40.860043, -73.888267)"
"GROVER CLEVELAND HS - QUEENS","Q","24","LSP RESO A CAFETERIA UPGRADE - LIGHTING","300,822.74","CIP","Q485","21-27 HIMROD STREET","Queens","10128","QUEENS","40.711033","-73.908814","405","30","4080227","4033630001","59501","QN0502","(40.711033, -73.908814)"
"P.S. 46 - STATEN ISLAND","R","31","FY18 RESO A ROOM CONVERSIONS/PARTITIONING","1,053,731.65","CIP","R046","41 REID AVENUE","Staten Island","10128","STATEN IS","40.59377","-74.08058","502","50","5047613","5032430001","64","SI0201","(40.59377, -74.08058)"
"I.S. 45 - BRONX","X","10","RESO A PLAYGROUND UPGRADE","4,589,951","CIP","X045","2502 LORILLARD PLACE","Bronx","10128","BRONX","40.858692","-73.887214","206","15","2011937","2030670001","387","BX0603","(40.858692, -73.887214)"
"P.S. 120 - BROOKLYN","K","14","FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / ROOFS / PARAPETS / EXTERIOR MASONRY","19,211,000","CIP","K120","18 BEAVER STREET","Brooklyn","10128","BROOKLYN","40.700609","-73.93834","304","34","3071806","3031370026","389","BK0401","(40.700609, -73.93834)"
"P.S. 48 - MANHATTAN","M","6","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","382,000","CIP","M048","4360-78 BROADWAY","Manhattan","10128","MANHATTAN","40.853466","-73.934048","112","10","1076752","1021670029","271","MN1202","(40.853466, -73.934048)"
"HIGHBRIDGE ADVISORY COUNCIL - BRONX","X","9","ACS EARLY LEARN LEASE IMPROVEMENT / ACS EARLY LEARN PATH OF TRAVEL","2,137,137","CIP","XAIN","1181 NELSON AVENUE","Bronx","10128","BRONX","40.837232","-73.925706","204","16","2003301","2025160051","199","BX0402","(40.837232, -73.925706)"
"P.S. 83 - MANHATTAN","M","4","IPDVS INSTALLATIONS","2,928.15","CIP","M083","219 EAST 109 STREET","Manhattan","10128","MANHATTAN","40.793194","-73.942548","111","8","1052436","1016590012","180","MN1102","(40.793194, -73.942548)"
"P.S. 208 - BROOKLYN","K","18","COVID VENTILATION / COVID FIRE ALARM SYSTEM / COVID CLIMATE CONTROL","5,546,000","CIP","K208","4801 AVENUE D","Brooklyn","10128","BROOKLYN","40.642031","-73.931151","317","45","3105680","3047690025","840","BK1702","(40.642031, -73.931151)"
"P.S. 102 - QUEENS","Q","24","FY19 RESO A ROOM CONVERSIONS/PARTITIONING","36,440","CIP","Q102","55-24 VAN HORN STREET","Queens","10128","QUEENS","40.733514","-73.877857","404","30","4437597","4028790031","479","QN0401","(40.733514, -73.877857)"
"P.S. 7 - QUEENS","Q","24","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","12,904,000","CIP","Q007","80-55 CORNISH AVENUE","Queens","10128","QUEENS","40.739115","-73.882487","404","25","4467710","4015380075","485","QN0401","(40.739115, -73.882487)"
"P.S. 748 - BROOKLYN","K","20","ROOFS / EXTERIOR MASONRY / PARAPETS","3,544,982","CIP","K163","1664 BENSON AVENUE","Brooklyn","10128","BROOKLYN","40.607234","-74.007199","311","47","3167623","3063990026","180","BK1102","(40.607234, -74.007199)"
"P.S. 66 - BRONX","X","12","BATHROOM UPGRADE","200,000","CIP","X066","1001 JENNINGS STREET","Bronx","10128","BRONX","40.831165","-73.887094","203","17","2010916","2030080001","157","BX0303","(40.831165, -73.887094)"
"JILL CHAIFETZ TRANSFER HIGH SCHOOL - BRONX","X","7","SCIENCE LAB UPGRADE / PATH OF TRAVEL SCIENCE LAB UPGRADE","1,980,000","CIP","X184","778 FOREST AVENUE","Bronx","10128","BRONX","40.819006","-73.905869","201","17","2004690","2026550030","77","BX0102","(40.819006, -73.905869)"
"P.S. 123 - QUEENS","Q","27","TCU REMOVAL & PLAYGROUND REDEVELOPMENT","1,082,000","CIP","Q123","145-01 119 AVENUE","Queens","10128","QUEENS","40.678296","-73.79562","412","28","4260828","4120190010","18402","QN1203","(40.678296, -73.79562)"
"J.H.S. 216 - QUEENS","Q","26","IDA FIRE ALARM SYSTEM REPLACEMENT / EARLY PACKAGE/TEMPORARY EGRESS","2,889,975","CIP","Q216","64-20 175 STREET","Queens","10128","QUEENS","40.737517","-73.794031","408","24","4149078","4069030001","1341","QN0803","(40.737517, -73.794031)"
"SCHOOL OF DIPLOMACY","X","11","FY22 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE","2,477,000","CIP","X113","3710 BARNES AVENUE","Bronx","10128","BRONX","40.880873","-73.860904","212","12","2058396","2046750020","390","BX1201","(40.880873, -73.860904)"
"P.S. 199 - BROOKLYN","K","21","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","13,572,000","CIP","K199","1100 ELM AVENUE","Brooklyn","10128","BROOKLYN","40.616632","-73.963476","314","44","3180761","3067400025","768","BK1403","(40.616632, -73.963476)"
"P.S. 116 - QUEENS","Q","29","Addition","59,387,029","CAP","Q116","107-25 WREN PLACE","Queens","11433","QUEENS","40.700606","-73.782302","412","27","4218416","4102500001","414","QN1202","(40.700606, -73.782302)"
"HS FOR HEALTH CAREER & SCIENCE - M","M","6","CAFETERIA CHILLER","4,915,479","CIP","M465","549 AUDUBON AVENUE","Manhattan","10128","MANHATTAN","40.855855","-73.92712","112","10","1076751","1021600018","277","MN1202","(40.855855, -73.92712)"
"I.S. 391 - BRONX","X","10","IPDVS CAMERA INSTALLATION / FY23 RESO A IPDVS CAMERA INSTALLATION","389,000","CIP","X137","2225 WEBSTER AVENUE","Bronx","10128","BRONX","40.854515","-73.896703","205","15","2013307","2031430043","379","BX0502","(40.854515, -73.896703)"
"I.S./H.S. @ 45 CLEVELAND PLACE - STATEN ISLAND","R","78","Demo","89,433,000","CAP","R123","45 CLEVELAND PLACE","Staten Is","10305","STATEN IS","40.602575","-74.068696","502","50",,,"2002","SI0201","(40.602575, -74.068696)"
"P.S. 59 - BROOKLYN","K","14","ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS","12,340,000","CIP","K059","211 THROOP AVENUE","Brooklyn","10128","BROOKLYN","40.696733","-73.943652","303","36","3048546","3017490001","28502","BK0302","(40.696733, -73.943652)"
"P.S. 166 - QUEENS","Q","30","IPDVS INSTALLATIONS","2,934.62","CIP","Q166","33-09 35 AVENUE","Queens","10128","QUEENS","40.757309","-73.926733","401","26","4008220","4006100001","57","QN0103","(40.757309, -73.926733)"
"BROOKLYN TECH HS - K","K","13","LL 26-EXIT SIGNS","319,643.28","CIP","K430","29 FT GREENE PLACE","Brooklyn","10128","BROOKLYN","40.688834","-73.976905","302","35","3058752","3020980013","33","BK0203","(40.688834, -73.976905)"
"PORT RICHMOND HS - R","R","31","COVID VENTILATION / COVID CLIMATE CONTROL","8,586,000","CIP","R445","85 ST JOSEPHS AVENUE","Staten Island","10128","STATEN IS","40.634573","-74.141818","501","49","5026076","5011210001","213","SI0106","(40.634573, -74.141818)"
"FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL","X","9","FLOOD ELIMINATION","791,275","CIP","X148","3630 THIRD AVENUE","Bronx","10128","BRONX","40.833511","-73.90449","203","16","2009611","2029250001","14701","BX0302","(40.833511, -73.90449)"
"SIXTH AVENUE ELEMENTARY SCHOOL","M","2","FLOOD ELIMINATION","630,365","CIP","M340","590 SIXTH AVENUE","Manhattan","10128","MANHATTAN","40.739178","-73.9955","105","3","1068261","1008187501","54","MN0501","(40.739178, -73.9955)"
"P.S. 1 - MANHATTAN","M","2","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","399,550","CIP","M001","8 HENRY STREET","Manhattan","10128","MANHATTAN","40.71276","-73.997489","103","1","1003375","1002790040","27","MN0301","(40.71276, -73.997489)"
"X811 SPED - BRONX","X","12","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","603,000","CIP","X084","1434 LONGFELLOW AVENUE","Bronx","10128","BRONX","40.830589","-73.887587","203","17","2010910","2030070008","123","BX0303","(40.830589, -73.887587)"
"P.S. 159 - BROOKLYN","K","19","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","9,020","CIP","K159","2781 PITKIN AVENUE","Brooklyn","10128","BROOKLYN","40.675766","-73.869469","305","42","3094735","3042160001","1200","BK0505","(40.675766, -73.869469)"
"P.S. 273 - BROOKLYN","K","19","FULL PROGRAM ACCESSIBILITY","10,424,400","CIP","K273","923 JEROME STREET","Brooklyn","10128","BROOKLYN","40.657922","-73.879354","305","42","3097973","3044010001","1078","BK0503","(40.657922, -73.879354)"
"PROGRESS HS - K","K","14","LL 26-EXIT SIGNS","240,439.59","CIP","K450","850 GRAND STREET","Brooklyn","10128","BROOKLYN","40.712184","-73.939722","301","34","3325733","3030160001","485","BK0104","(40.712184, -73.939722)"
"MANHATTAN BRIDGES - MANHATTAN","M","2","EXTERIOR MASONRY / ROOFS / PARAPETS","15,088,000","CIP","M535","525 WEST 50 STREET","Manhattan","10128","MANHATTAN","40.765234","-73.993076","104","3","1083802","1010790029","13501","MN0402","(40.765234, -73.993076)"
"P.S. 5 - BROOKLYN","K","16","WINDOWS","14,745,880.35","CIP","K005","820 HANCOCK STREET","Brooklyn","10128","BROOKLYN","40.685687","-73.922532","303","41","3039906","3014900001","377","BK0302","(40.685687, -73.922532)"
"I.S. 443 - BROOKLYN","K","15","COVID VENTILATION / PARAPETS / ROOFS / EXTERIOR MASONRY","9,160,000","CIP","K845","330 18 STREET","Brooklyn","10128","BROOKLYN","40.660976","-73.988297","307","39","3331274","3008800001","147","BK0702","(40.660976, -73.988297)"
"K368 SPED - BROOKLYN","K","14","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","20,400,000","CIP","K033","70 TOMPKINS AVENUE","Brooklyn","10128","BROOKLYN","40.697152","-73.946641","303","36","3048517","3017430018","257","BK0301","(40.697152, -73.946641)"
"P.S. 329 - BROOKLYN","K","21","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","378,850","CIP","K329","2929 WEST 30 STREET","Brooklyn","10128","BROOKLYN","40.574607","-73.996292","313","47","3189517","3070510001","342","BK1302","(40.574607, -73.996292)"
"3K CENTER @ 36-31 38 STREET - QUEENS","Q","30","Lease","11,988,000","CAP","Q447","36-31 38TH STREET","Queens","11101","QUEENS","40.753292","-73.924684","401","26","4314400","4006650010","157","QN0104","(40.753292, -73.924684)"
"P.S. 244 - BROOKLYN","K","18","FY23 RESO A AUDITORIUM UPGRADE","549,000","CIP","K244","5404 TILDEN AVENUE","Brooklyn","10128","BROOKLYN","40.648423","-73.925948","317","45","3104513","3047390001","946","BK1703","(40.648423, -73.925948)"
"P.S. 26 - QUEENS","Q","26","EXISTING BUILDING WORK-FIRE ALARM","1,834,255.8","CIP","Q026","195-02 69 AVENUE","Queens","10128","QUEENS","40.736922","-73.77799","408","23","4153296","4071170421","134702","QN0803","(40.736922, -73.77799)"
"ALFRED E. SMITH HS - X","X","7","STRUCTURAL CONCRETE FAILURE @ X600","798,865","CIP","X600","333 EAST 151 STREET","Bronx","10128","BRONX","40.818232","-73.919867","201","17","2001874","2024110022","67","BX0102","(40.818232, -73.919867)"
"Q075 SPED - QUEENS","Q","28","LSP DOMESTIC WATER HEATER","148,607.82","CIP","Q048","155-02 108 AVENUE","Queens","10128","QUEENS","40.694119","-73.797003","412","28","4216099","4101440042","25401","QN1202","(40.694119, -73.797003)"
"I.S. 171 - BROOKLYN","K","19","EXTERIOR MASONRY","3,767,000","CIP","K171","528 RIDGEWOOD AVENUE","Brooklyn","10128","BROOKLYN","40.68618","-73.869625","305","37","3092456","3041340020","1184","BK0501","(40.68618, -73.869625)"
"P.S. 58 - STATEN ISLAND","R","31","FY25 RESO A LIBRARY UPGRADE","303,786","CIP","R058","77 MARSH AVENUE","Staten Island","10128","STATEN IS","40.583139","-74.161862","502","51","5145698","5024500305","27702","SI0204","(40.583139, -74.161862)"
"P.S. 18 - BRONX","X","7","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","381,928","CIP","X018","502 MORRIS AVENUE","Bronx","10128","BRONX","40.816406","-73.92329","201","8","2000816","2023240008","51","BX0101","(40.816406, -73.92329)"
"P.S. 191 - BROOKLYN","K","17","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","348,500","CIP","K191","1600 PARK PLACE","Brooklyn","10128","BROOKLYN","40.672005","-73.924329","308","41","3036635","3013750012","359","BK0802","(40.672005, -73.924329)"
"P.S. 149 - QUEENS","Q","30","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS / PAVED AREAS- CONCRETE / FLOOD ELIMINATION","22,889,000","CIP","Q149","93-11 34TH AVENUE","Queens","10128","QUEENS","40.754837","-73.874605","403","25","4035441","4014410015","27302","QN0301","(40.754837, -73.874605)"
"BERGTRAUM HS - MANHATTAN","M","2","ROOFS / WINDOWS / DOMESTIC PIPING","14,812,000","CIP","M520","411 PEARL STREET","Manhattan","10128","MANHATTAN","40.711442","-74.000851","101","1","1001388","1001130100","2901","MN0102","(40.711442, -74.000851)"
"HOPE FAITH AND CHARITY","K","23","ACS EARLY LEARN LEASE RENEWAL","970,000","CIP","KAYT","774 SARATOGA AVENUE","Brooklyn","10128","BROOKLYN","40.661915","-73.915578","316","41","3326658","3035680001","894","BK1602","(40.661915, -73.915578)"
"P.S. 125 - MANHATTAN","M","5","FY23 RESO A POOL UPGRADE / PATH OF TRAVEL RESO A POOL UPGRADE","7,320,600","CIP","M125","425 WEST 123 STREET","Manhattan","10128","MANHATTAN","40.810431","-73.955809","109","7","1059526","1019640012","20901","MN0901","(40.810431, -73.955809)"
"P.S. 193 - QUEENS","Q","25","TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT","9,527,000","CIP","Q193","152-20 11 AVENUE","Queens","10128","QUEENS","40.792483","-73.809741","407","19","4103056","4045380001","987","QN0702","(40.792483, -73.809741)"
"P.S. 235 - BROOKLYN","K","18","ELECTRICAL WORK FOR A/C INITIATIVE","7,216","CIP","K235","525 LENOX ROAD","Brooklyn","10128","BROOKLYN","40.654704","-73.941089","317","40","3107846","3048440001","814","BK1703","(40.654704, -73.941089)"
"I.S. 226 - QUEENS","Q","27","FY23 RESO A IPDVS CAMERA INSTALLATION","351,460.34","CIP","Q226","121-10 ROCKAWAY BOULEVARD","Queens","10128","QUEENS","40.675771","-73.816938","410","28","4253607","4117140100","840","QN1001","(40.675771, -73.816938)"
"P.S. 503 - BROOKLYN","K","20","CHILLER REPLACEMENT / AHU REPLACEMENT / BMS UPGRADE","9,378,000","CIP","K314","330 59 STREET","Brooklyn","10128","BROOKLYN","40.642121","-74.018997","307","38","3016258","3008620012","74","BK0702","(40.642121, -74.018997)"
"P.S. 41 - QUEENS","Q","26","ROOFS / PARAPETS / EXTERIOR MASONRY / SSBA - WORK IN EXISTING BUILDING","11,099,000","CIP","Q041","34-06 214 LANE","Queens","10128","QUEENS","40.769875","-73.770692","411","19","4135975","4061210001","1093","QN1102","(40.769875, -73.770692)"
"P.S. 91 - BROOKLYN","K","17","ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS","13,391,000","CIP","K091","532 ALBANY AVENUE","Brooklyn","10128","BROOKLYN","40.661886","-73.93994","309","40","3106599","3047940026","806","BK0902","(40.661886, -73.93994)"
"P.S. 297 - BROOKLYN","K","14","FY24 RESO A GYMNASIUM UPGRADE","709,000","CIP","K297","700 PARK AVENUE","Brooklyn","10128","BROOKLYN","40.697781","-73.947809","303","36","3048508","3017390011","257","BK0301","(40.697781, -73.947809)"
"P.S. 115 - BROOKLYN","K","18","FY23 RESO A LIBRARY UPGRADE","280,000","CIP","K115","1500 EAST 92 STREET","Brooklyn","10128","BROOKLYN","40.635015","-73.897262","318","46","3232559","3082560001","1008","BK1803","(40.635015, -73.897262)"
"J.H.S. 72 - QUEENS","Q","28","FY24 RESO A AUDITORIUM UPGRADE / FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","1,277,000","CIP","Q072","133-25 GUY R BREWER BOULEVARD","Queens","10128","QUEENS","40.673769","-73.775951","412","28","4270059","4124950270","33403","QN1204","(40.673769, -73.775951)"
"J.H.S. 292 - MANHATTAN","M","1","LOW-VOLTAGE ELECTRICAL SYSTEM","2,157,000","CIP","M056","220 HENRY STREET","Manhattan","10128","MANHATTAN","40.713684","-73.986336","103","1","1003223","1002690041","201","MN0301","(40.713684, -73.986336)"
"P.S. 135 - QUEENS","Q","29","LSP HOT WATER HEATER REPLACEMENT","416,730","CIP","Q135","207-11 89TH AVENUE","Queens","10128","QUEENS","40.720154","-73.757367","413","23","4225816","4105820016","49202","QN1303","(40.720154, -73.757367)"
"FAIRMONT NEIGHBORHOOD SCHOOL","X","12","EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION","5,648,869","CIP","X050","1550 VYSE AVENUE","Bronx","10128","BRONX","40.834157","-73.887512","203","17","2010786","2029960010","157","BX0303","(40.834157, -73.887512)"
"I.S. 98 - BROOKLYN","K","21","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","482,000","CIP","K043","1401 EMMONS AVENUE","Brooklyn","10128","BROOKLYN","40.583125","-73.954037","315","48","3246958","3087670026","608","BK1503","(40.583125, -73.954037)"
"P.S. 72 - MANHATTAN","M","4","ELECTRICAL WORK FOR A/C INITIATIVE","3,881.67","CIP","M072","131 EAST 104 STREET","Manhattan","10128","MANHATTAN","40.791179","-73.947776","111","8","1081340","1016320011","166","MN1101","(40.791179, -73.947776)"
